bed_chr	bed_start	bed_end	id	len	size	gap_count	shift_count	hamming_ingroup_incl_gaps	hamming_outgroup_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	table_browser	shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding
chr1	135311691	135311741	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_135311691_135311741.maf	50	80	30	3	0.025	0.05	0.0176776700956219	0.025	0.05	0.0176776700956219	chr1:135311691-135311741	0.0375	0.0383841689343102	0.078609756097561	0.0874805017046409	TRUE
chr1	4029405	4029430	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_4029405_4029430.maf	25	27	2	1	0	0.0740740740740741	0.0523782813745571	0	0.0740740740740741	0.0523782813745571	chr1:4029405-4029430	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr1	4030447	4030497	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_4030447_4030497.maf	50	54	4	2	0.037037037037037	0.0740740740740741	0.0261891406872786	0.037037037037037	0.0740740740740741	0.0261891406872786	chr1:4030447-4030497	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr1	33088698	33088723	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_33088698_33088723.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr1:33088698-33088723	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr1	36601206	36601231	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_36601206_36601231.maf	25	27	2	1	0.037037037037037	0.0740740740740741	0.0261891406872786	0.037037037037037	0.0740740740740741	0.0261891406872786	chr1:36601206-36601231	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr1	44429518	44429543	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_44429518_44429543.maf	25	27	2	1	0	0.111111111111111	0.0785674220618357	0	0.111111111111111	0.0785674220618357	chr1:44429518-44429543	0.037037037037037	0.199653917778682	0.0775067750677507	0.214170462636143	TRUE
chr1	70837430	70837455	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_70837430_70837455.maf	25	27	2	1	0.0740740740740741	0.111111111111111	0.0261891406872786	0.0740740740740741	0.111111111111111	0.0261891406872786	chr1:70837430-70837455	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr1	176359487	176359512	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_176359487_176359512.maf	25	27	2	1	0	0.0740740740740741	0.0523782813745571	0	0.0740740740740741	0.0523782813745571	chr1:176359487-176359512	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr1	187764043	187764093	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_187764043_187764093.maf	50	54	4	2	0	0.148148148148148	0.104756562749114	0	0.148148148148148	0.104756562749114	chr1:187764043-187764093	0.037037037037037	0.269017250765008	0.0775067750677507	0.279959963906567	TRUE
chr10	17518391	17518416	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr10/chr10_25_acc_17518391_17518416.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr10:17518391-17518416	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr12	16452982	16453032	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_16452982_16453032.maf	50	54	4	2	0.0185185185185185	0.0555555555555556	0.0261891406872786	0.0185185185185185	0.0555555555555556	0.0261891406872786	chr12:16452982-16453032	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr2	4327635	4327660	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_4327635_4327660.maf	25	27	2	1	0	0.0740740740740741	0.0523782813745571	0	0.0740740740740741	0.0523782813745571	chr2:4327635-4327660	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr2	32663934	32663959	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_32663934_32663959.maf	25	27	2	1	0.037037037037037	0.111111111111111	0.0523782813745571	0.037037037037037	0.111111111111111	0.0523782813745571	chr2:32663934-32663959	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr2	62301127	62301177	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_62301127_62301177.maf	50	54	4	2	0.0185185185185185	0.0555555555555556	0.0261891406872786	0.0185185185185185	0.0555555555555556	0.0261891406872786	chr2:62301127-62301177	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr2	64703908	64703958	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_64703908_64703958.maf	50	54	4	2	0	0.0555555555555556	0.0392837110309178	0	0.0555555555555556	0.0392837110309178	chr2:64703908-64703958	0.037037037037037	0.0956089182991916	0.0775067750677507	0.123078696124652	TRUE
chr2	99552498	99552548	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_99552498_99552548.maf	50	54	4	2	0.037037037037037	0.0740740740740741	0.0261891406872786	0.037037037037037	0.0740740740740741	0.0261891406872786	chr2:99552498-99552548	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr2	136628693	136628743	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_136628693_136628743.maf	50	54	4	2	0.037037037037037	0.12962962962963	0.0654728490840183	0.037037037037037	0.12962962962963	0.0654728490840183	chr2:136628693-136628743	0.037037037037037	0.164972244308757	0.0775067750677507	0.182272163463517	TRUE
chr28	4426234	4426284	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr28/chr28_50_acc_4426234_4426284.maf	50	54	4	2	0.0185185185185185	0.0740740740740741	0.0392837110309178	0.0185185185185185	0.0740740740740741	0.0392837110309178	chr28:4426234-4426284	0.037037037037037	0.0956089182991916	0.0775067750677507	0.123078696124652	TRUE
chr3	7821390	7821415	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_7821390_7821415.maf	25	27	2	1	0	0.111111111111111	0.0785674220618357	0	0.111111111111111	0.0785674220618357	chr3:7821390-7821415	0.037037037037037	0.199653917778682	0.0775067750677507	0.214170462636143	TRUE
chr3	15202529	15202579	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_15202529_15202579.maf	50	54	4	2	0	0.0555555555555556	0.0392837110309178	0	0.0555555555555556	0.0392837110309178	chr3:15202529-15202579	0.037037037037037	0.0956089182991916	0.0775067750677507	0.123078696124652	TRUE
chr3	37727843	37727868	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_37727843_37727868.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr3:37727843-37727868	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr3	59853470	59853495	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_59853470_59853495.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr3:59853470-59853495	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr4	37901438	37901488	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr4/chr4_50_acc_37901438_37901488.maf	50	54	4	2	0.0185185185185185	0.0740740740740741	0.0392837110309178	0.0185185185185185	0.0740740740740741	0.0392837110309178	chr4:37901438-37901488	0.037037037037037	0.0956089182991916	0.0775067750677507	0.123078696124652	TRUE
chr4	69135628	69135678	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr4/chr4_50_acc_69135628_69135678.maf	50	54	4	2	0.0185185185185185	0.0555555555555556	0.0261891406872786	0.0185185185185185	0.0555555555555556	0.0261891406872786	chr4:69135628-69135678	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr5	49621381	49621406	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr5/chr5_25_acc_49621381_49621406.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr5:49621381-49621406	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr6	24231772	24231797	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr6/chr6_25_acc_24231772_24231797.maf	25	27	2	1	0	0.037037037037037	0.0261891406872786	0	0.037037037037037	0.0261891406872786	chr6:24231772-24231797	0.037037037037037	0.0609272518060283	0.0775067750677507	0.0985871705347003	TRUE
chr7	4862152	4862177	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr7/chr7_25_acc_4862152_4862177.maf	25	27	2	1	0.037037037037037	0.111111111111111	0.0523782813745571	0.037037037037037	0.111111111111111	0.0523782813745571	chr7:4862152-4862177	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr7	19817846	19817871	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr7/chr7_25_acc_19817846_19817871.maf	25	27	2	1	0	0.0740740740740741	0.0523782813745571	0	0.0740740740740741	0.0523782813745571	chr7:19817846-19817871	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr8	14392927	14392952	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr8/chr8_25_acc_14392927_14392952.maf	25	27	2	1	0	0.0740740740740741	0.0523782813745571	0	0.0740740740740741	0.0523782813745571	chr8:14392927-14392952	0.037037037037037	0.130290584792355	0.0775067750677507	0.15160124230011	TRUE
chr5	4730271	4730321	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr5/chr5_50_acc_4730271_4730321.maf	50	82	32	3	0.024390243902439	0.0731707317073171	0.0344930130217748	0.024390243902439	0.0731707317073171	0.0344930130217748	chr5:4730271-4730321	0.0365853658536585	0.0829204996445646	0.0764306960142772	0.112771718770847	TRUE
chr1	124477609	124477659	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_124477609_124477659.maf	50	55	5	2	0	0.0727272727272727	0.0514259469743746	0	0.0727272727272727	0.0514259469743746	chr1:124477609-124477659	0.0363636363636364	0.127768276446962	0.0759024390243902	0.148613299257094	TRUE
chr1	126545556	126545606	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_126545556_126545606.maf	50	55	5	2	0.0181818181818182	0.0727272727272727	0.03856946154787	0.0181818181818182	0.0727272727272727	0.03856946154787	chr1:126545556-126545606	0.0363636363636364	0.0937171905285274	0.0759024390243902	0.120598889092776	TRUE
chr20	8701817	8701867	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr20/chr20_50_acc_8701817_8701867.maf	50	55	3	2	0.0363636363636364	0.0727272727272727	0.0257129734871873	0.0363636363636364	0.0727272727272727	0.0257129734871873	chr20:8701817-8701867	0.0363636363636364	0.0596660976333318	0.0759024390243902	0.0965464833986281	TRUE
chr27	7310759	7310809	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr27/chr27_50_acc_7310759_7310809.maf	50	55	5	2	0	0.0909090909090909	0.0642824376692354	0	0.0909090909090909	0.0642824376692354	chr27:7310759-7310809	0.0363636363636364	0.161819376318918	0.0759024390243902	0.178736372353517	TRUE
chr3	15995569	15995619	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_15995569_15995619.maf	50	55	5	2	0	0.109090909090909	0.07713892309574	0	0.109090909090909	0.07713892309574	chr3:15995569-15995619	0.0363636363636364	0.195870462237353	0.0759024390243902	0.210062891122934	TRUE
chr5	7305004	7305054	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr5/chr5_50_acc_7305004_7305054.maf	50	55	5	2	0.0181818181818182	0.145454545454545	0.0899954085222446	0.0181818181818182	0.145454545454545	0.0899954085222446	chr5:7305004-7305054	0.0363636363636364	0.229921548155788	0.0759024390243902	0.242126203778537	TRUE
chr5	12727401	12727451	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr5/chr5_50_acc_12727401_12727451.maf	50	55	5	2	0.0363636363636364	0.127272727272727	0.0642824376692354	0.0363636363636364	0.127272727272727	0.0642824376692354	chr5:12727401-12727451	0.0363636363636364	0.161819376318918	0.0759024390243902	0.178736372353517	TRUE
chr5	25155444	25155494	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr5/chr5_50_acc_25155444_25155494.maf	50	55	5	2	0.0181818181818182	0.109090909090909	0.0642824376692354	0.0181818181818182	0.109090909090909	0.0642824376692354	chr5:25155444-25155494	0.0363636363636364	0.161819376318918	0.0759024390243902	0.178736372353517	TRUE
chr1	126549305	126549355	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_126549305_126549355.maf	50	83	33	3	0.0120481927710843	0.108433734939759	0.0681548743716221	0.0120481927710843	0.108433734939759	0.0681548743716221	chr1:126549305-126549355	0.036144578313253	0.172075731029579	0.0753805465765501	0.187862407126981	TRUE
chr5	10586516	10586566	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr5/chr5_50_acc_10586516_10586566.maf	50	83	33	3	0.0240963855421687	0.072289156626506	0.034077434551633	0.0240963855421687	0.072289156626506	0.034077434551633	chr5:10586516-10586566	0.036144578313253	0.0818198179478794	0.0753805465765501	0.111250660273113	TRUE
chr1	22398646	22398671	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_22398646_22398671.maf	25	28	3	1	0.0357142857142857	0.107142857142857	0.0505076250815225	0.0357142857142857	0.107142857142857	0.0505076250815225	chr1:22398646-22398671	0.0357142857142857	0.125336052037496	0.0743554006968641	0.145732122585027	TRUE
chr1	28825423	28825473	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_28825423_28825473.maf	50	56	6	2	0.0535714285714286	0.0892857142857143	0.0252538151749394	0.0535714285714286	0.0892857142857143	0.0252538151749394	chr1:28825423-28825473	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	39644535	39644560	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_39644535_39644560.maf	25	28	3	1	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr1:39644535-39644560	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr1	39669380	39669405	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_39669380_39669405.maf	25	28	3	1	0	0.142857142857143	0.101015260699757	0	0.142857142857143	0.101015260699757	chr1:39669380-39669405	0.0357142857142857	0.259108213162334	0.0743554006968641	0.269565932085212	TRUE
chr1	44051177	44051202	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_44051177_44051202.maf	25	28	3	1	0.0357142857142857	0.0714285714285714	0.0252538151749394	0.0357142857142857	0.0714285714285714	0.0252538151749394	chr1:44051177-44051202	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	46802275	46802325	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_46802275_46802325.maf	50	56	6	2	0.0178571428571429	0.0357142857142857	0.0126269075874697	0.0178571428571429	0.0357142857142857	0.0126269075874697	chr1:46802275-46802325	0.0357142857142857	0.0250069556125307	0.0743554006968641	0.0784479027240264	TRUE
chr1	46950218	46950243	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_46950218_46950243.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr1:46950218-46950243	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	60965921	60965946	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_60965921_60965946.maf	25	28	3	1	0.0357142857142857	0.107142857142857	0.0505076250815225	0.0357142857142857	0.107142857142857	0.0505076250815225	chr1:60965921-60965946	0.0357142857142857	0.125336052037496	0.0743554006968641	0.145732122585027	TRUE
chr1	61755993	61756043	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_61755993_61756043.maf	50	56	6	2	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr1:61755993-61756043	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr1	71554132	71554157	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_71554132_71554157.maf	25	28	3	1	0.0357142857142857	0.0714285714285714	0.0252538151749394	0.0357142857142857	0.0714285714285714	0.0252538151749394	chr1:71554132-71554157	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	144791702	144791727	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_144791702_144791727.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr1:144791702-144791727	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	146764465	146764490	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_146764465_146764490.maf	25	28	3	1	0.0357142857142857	0.107142857142857	0.0505076250815225	0.0357142857142857	0.107142857142857	0.0505076250815225	chr1:146764465-146764490	0.0357142857142857	0.125336052037496	0.0743554006968641	0.145732122585027	TRUE
chr1	174374002	174374027	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_174374002_174374027.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr1:174374002-174374027	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr1	175741635	175741685	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_175741635_175741685.maf	50	56	6	2	0.0714285714285714	0.125	0.0378807188111419	0.0714285714285714	0.125	0.0378807188111419	chr1:175741635-175741685	0.0357142857142857	0.0918930187330476	0.0743554006968641	0.118207666860756	TRUE
chr1	177238150	177238175	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr1/chr1_25_acc_177238150_177238175.maf	25	28	3	1	0.0357142857142857	0.0714285714285714	0.0252538151749394	0.0357142857142857	0.0714285714285714	0.0252538151749394	chr1:177238150-177238175	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr11	7649749	7649799	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr11/chr11_50_acc_7649749_7649799.maf	50	56	6	2	0.0357142857142857	0.0535714285714286	0.0126269062703806	0.0357142857142857	0.0535714285714286	0.0126269062703806	chr11:7649749-7649799	0.0357142857142857	0.0250069521241503	0.0743554006968641	0.0784479016120302	TRUE
chr12	9209589	9209614	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr12/chr12_25_acc_9209589_9209614.maf	25	28	3	1	0.0357142857142857	0.0714285714285714	0.0252538151749394	0.0357142857142857	0.0714285714285714	0.0252538151749394	chr12:9209589-9209614	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr12	12024099	12024124	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr12/chr12_25_acc_12024099_12024124.maf	25	28	0	1	0.0357142857142857	0.142857142857143	0.0757614481589961	0.0357142857142857	0.142857142857143	0.0757614481589961	chr12:12024099-12024124	0.0357142857142857	0.192222146553437	0.0743554006968641	0.20610210876748	TRUE
chr12	15953867	15953892	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr12/chr12_25_acc_15953867_15953892.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr12:15953867-15953892	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr13	3223110	3223135	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr13/chr13_25_acc_3223110_3223135.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr13:3223110-3223135	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr13	4020860	4020910	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr13/chr13_50_acc_4020860_4020910.maf	50	56	6	2	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr13:4020860-4020910	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr13	5588894	5588919	/paula/2019/aves/data/scoring/acc_maf_ingroup/25/chr13/chr13_25_acc_5588894_5588919.maf	25	28	3	1	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr13:5588894-5588919	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr13	17446166	17446216	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr13/chr13_50_acc_17446166_17446216.maf	50	56	6	2	0.0357142857142857	0.0714285714285714	0.0252538151749394	0.0357142857142857	0.0714285714285714	0.0252538151749394	chr13:17446166-17446216	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr2	14394786	14394811	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_14394786_14394811.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr2:14394786-14394811	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr2	24941617	24941642	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_24941617_24941642.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr2:24941617-24941642	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr2	28091957	28091982	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_28091957_28091982.maf	25	28	3	1	0	0.107142857142857	0.07576144289064	0	0.107142857142857	0.07576144289064	chr2:28091957-28091982	0.0357142857142857	0.192222132599915	0.0743554006968641	0.206102095753659	TRUE
chr2	43407358	43407383	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_43407358_43407383.maf	25	28	3	1	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr2:43407358-43407383	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr2	61242489	61242514	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_61242489_61242514.maf	25	28	3	1	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr2:61242489-61242514	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr2	112916963	112917013	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_112916963_112917013.maf	50	56	6	2	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr2:112916963-112917013	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr2	112999239	112999264	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_112999239_112999264.maf	25	28	3	1	0	0.107142857142857	0.07576144289064	0	0.107142857142857	0.07576144289064	chr2:112999239-112999264	0.0357142857142857	0.192222132599915	0.0743554006968641	0.206102095753659	TRUE
chr2	123572392	123572417	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_123572392_123572417.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr2:123572392-123572417	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr2	141740639	141740664	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_141740639_141740664.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr2:141740639-141740664	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr3	1926093	1926143	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_1926093_1926143.maf	50	56	6	2	0.0178571428571429	0.0535714285714286	0.0252538125407613	0.0178571428571429	0.0535714285714286	0.0252538125407613	chr3:1926093-1926143	0.0357142857142857	0.0584499854285989	0.0743554006968641	0.0945786784079512	TRUE
chr3	2224432	2224457	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_2224432_2224457.maf	25	28	3	1	0.0357142857142857	0.142857142857143	0.0757614481589961	0.0357142857142857	0.142857142857143	0.0757614481589961	chr3:2224432-2224457	0.0357142857142857	0.192222146553437	0.0743554006968641	0.20610210876748	TRUE
chr3	2698084	2698134	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr3/chr3_50_acc_2698084_2698134.maf	50	168	118	6	0	0.0416666666666667	0.0294627839317329	0	0.0416666666666667	0.0294627839317329	chr3:2698084-2698134	0.0357142857142857	0.0695976701735093	0.0743554006968641	0.101845772157571	TRUE
chr3	7820391	7820416	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_7820391_7820416.maf	25	28	3	1	0	0.0714285714285714	0.0505076303498787	0	0.0714285714285714	0.0505076303498787	chr3:7820391-7820416	0.0357142857142857	0.125336065991018	0.0743554006968641	0.145732134585671	TRUE
chr3	18424607	18424632	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_18424607_18424632.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr3:18424607-18424632	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
chr3	33798086	33798111	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_33798086_33798111.maf	25	28	3	1	0.0357142857142857	0.214285714285714	0.126269073240519	0.0357142857142857	0.214285714285714	0.126269073240519	chr3:33798086-33798111	0.0357142857142857	0.325994279771232	0.0743554006968641	0.33436655941699	TRUE
chr3	36438760	36438785	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr3/chr3_25_acc_36438760_36438785.maf	25	28	3	1	0	0.0357142857142857	0.0252538151749394	0	0.0357142857142857	0.0252538151749394	chr3:36438760-36438785	0.0357142857142857	0.0584499924053598	0.0743554006968641	0.0945786827196162	TRUE
